"kind","totalItems","items__kind","items__id","items__etag","items__selfLink","items__volumeInfo__title","items__volumeInfo__subtitle","items__volumeInfo__authors__001","items__volumeInfo__authors__002","items__volumeInfo__authors__003","items__volumeInfo__authors__004","items__volumeInfo__publisher","items__volumeInfo__publishedDate","items__volumeInfo__description","items__volumeInfo__industryIdentifiers__type","items__volumeInfo__industryIdentifiers__identifier","items__volumeInfo__readingModes__text","items__volumeInfo__readingModes__image","items__volumeInfo__pageCount","items__volumeInfo__printType","items__volumeInfo__categories__-","items__volumeInfo__averageRating","items__volumeInfo__ratingsCount","items__volumeInfo__maturityRating","items__volumeInfo__allowAnonLogging","items__volumeInfo__contentVersion","items__volumeInfo__panelizationSummary__containsEpubBubbles","items__volumeInfo__panelizationSummary__containsImageBubbles","items__volumeInfo__imageLinks__smallThumbnail","items__volumeInfo__imageLinks__thumbnail","items__volumeInfo__language","items__volumeInfo__previewLink","items__volumeInfo__infoLink","items__volumeInfo__canonicalVolumeLink","items__saleInfo__country","items__saleInfo__saleability","items__saleInfo__isEbook","items__saleInfo__listPrice__amount","items__saleInfo__listPrice__currencyCode","items__saleInfo__retailPrice__amount","items__saleInfo__retailPrice__currencyCode","items__saleInfo__buyLink","items__saleInfo__offers__finskyOfferType","items__saleInfo__offers__|","items__saleInfo__offers__|__amountInMicros","items__saleInfo__offers__|__currencyCode","items__accessInfo__country","items__accessInfo__viewability","items__accessInfo__embeddable","items__accessInfo__publicDomain","items__accessInfo__textToSpeechPermission","items__accessInfo__epub__isAvailable","items__accessInfo__epub__acsTokenLink","items__accessInfo__pdf__isAvailable","items__accessInfo__pdf__acsTokenLink","items__accessInfo__webReaderLink","items__accessInfo__accessViewStatus","items__accessInfo__quoteSharingAllowed","items__searchInfo__textSnippet"
"","","books#volume","XhKSDwAAQBAJ","xKP0yw1Y6Dc","https://www.googleapis.com/books/v1/volumes/XhKSDwAAQBAJ","Data Science from Scratch","First Principles with Python","Joel Grus","","","","""O'Reilly Media, Inc.""","2019-04-12","Data science libraries, frameworks, modules, and toolkits are great for doing data science, but they’re also a good way to dive into the discipline without actually understanding data science. With this updated second edition, you’ll learn how many of the most fundamental data science tools and algorithms work by implementing them from scratch. If you have an aptitude for mathematics and some programming skills, author Joel Grus will help you get comfortable with the math and statistics at the core of data science, and with hacking skills you need to get started as a data scientist. Today’s messy glut of data holds answers to questions no one’s even thought to ask. This book provides you with the know-how to dig those answers out.","ISBN_13","9781492041085","True","True","387","BOOK","Computers","5","1","NOT_MATURE","True","1.2.2.0.preview.3","False","False","http://books.google.com/books/content?id=XhKSDwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api","http://books.google.com/books/content?id=XhKSDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api","en","http://books.google.co.in/books?id=XhKSDwAAQBAJ&printsec=frontcover&dq=data+science&hl=&cd=10&source=gbs_api","https://play.google.com/store/books/details?id=XhKSDwAAQBAJ&source=gbs_api","https://play.google.com/store/books/details?id=XhKSDwAAQBAJ","IN","FOR_SALE","True","3764.2","INR","3764.2","INR","https://play.google.com/store/books/details?id=XhKSDwAAQBAJ&rdid=book-XhKSDwAAQBAJ&rdot=1&source=gbs_api","1","listPrice","3764200000","INR","IN","PARTIAL","True","False","ALLOWED","True","","True","","http://play.google.com/books/reader?id=XhKSDwAAQBAJ&hl=&source=gbs_api","SAMPLE","False","Today’s messy glut of data holds answers to questions no one’s even thought to ask. This book provides you with the know-how to dig those answers out."
"","","","","","","","","","","","","","","","ISBN_10","1492041084","","","","","","","","","","","","","","","","","","","","","","","","","","","","retailPrice","3764200000","INR","","","","","","","","","","","","",""
"","","books#volume","WLy1vwEACAAJ","pOZjQVGi0CQ","https://www.googleapis.com/books/v1/volumes/WLy1vwEACAAJ","Data Science for Beginners","Introduction to Data Science: Python, Coding, Application, Statistics, Decision Tree, Neural Network, and Linear Algebra","Prof John Smith","","","","Independently Published","2018-12-12","DATA SCIENCE FOR BEGINNERS Introduction to Data Science: Python,Coding, Application, Statistics,Decision Tree, Neural Network, and Linear Algebra WHAT THIS BOOK WILL DO FOR YOU We will talk about what is the need for data science and then what exactly is data science some definitions and understand. The differences between data science and business intelligence,Then we will talk about the prerequisites for learning data science, and then what does the data scientist do. What are the activities performed by a data scientist as a part of his daily life and then we will talk about the data science lifecycle witha quick example and briefly touch upon the demand or ever-increasing demand for data scientist. Benefits of Data science Data Science: Automobile Data science: Aviation Data science can also be used to make promotional offers. Chapters Data science: Its Advantage Data science: Its Definition Process in data science Difference between business intelligence and data science Prerequisites for data science Machine learning. Data science: Tools and skills in data science. Data Science: Machine-learning algorithms Data science: Life cycle of a data science Data science: Exploratory data analysis Data science: Techniques for exploratory data analysis","ISBN_10","1791620124","False","False","83","BOOK","","","","NOT_MATURE","False","preview-1.0.0","False","False","http://books.google.com/books/content?id=WLy1vwEACAAJ&printsec=frontcover&img=1&zoom=5&source=gbs_api","http://books.google.com/books/content?id=WLy1vwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api","en","http://books.google.co.in/books?id=WLy1vwEACAAJ&dq=data+science&hl=&cd=11&source=gbs_api","http://books.google.co.in/books?id=WLy1vwEACAAJ&dq=data+science&hl=&source=gbs_api","https://books.google.com/books/about/Data_Science_for_Beginners.html?hl=&id=WLy1vwEACAAJ","IN","NOT_FOR_SALE","False","","","","","","","","","","IN","NO_PAGES","False","False","ALLOWED","False","","False","","http://play.google.com/books/reader?id=WLy1vwEACAAJ&hl=&source=gbs_api","NONE","False","DATA SCIENCE FOR BEGINNERS Introduction to Data Science: Python,Coding, Application, Statistics,Decision Tree, Neural Network, and Linear Algebra WHAT THIS BOOK WILL DO FOR YOU We will talk about what is the need for data science and then ..."
"","","","","","","","","","","","","","","","ISBN_13","9781791620127","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","books#volume","rHIqDwAAQBAJ","lrjRMyQ2C+Q","https://www.googleapis.com/books/v1/volumes/rHIqDwAAQBAJ","The Data Science Design Manual","","Steven S. Skiena","","","","Springer","2017-07-01","This engaging and clearly written textbook/reference provides a must-have introduction to the rapidly emerging interdisciplinary field of data science. It focuses on the principles fundamental to becoming a good data scientist and the key skills needed to build systems for collecting, analyzing, and interpreting data. The Data Science Design Manual is a source of practical insights that highlights what really matters in analyzing data, and provides an intuitive understanding of how these core concepts can be used. The book does not emphasize any particular programming language or suite of data-analysis tools, focusing instead on high-level discussion of important design principles. This easy-to-read text ideally serves the needs of undergraduate and early graduate students embarking on an “Introduction to Data Science” course. It reveals how this discipline sits at the intersection of statistics, computer science, and machine learning, with a distinct heft and character of its own. Practitioners in these and related fields will find this book perfect for self-study as well. Additional learning tools: Contains “War Stories,” offering perspectives on how data science applies in the real world Includes “Homework Problems,” providing a wide range of exercises and projects for self-study Provides a complete set of lecture slides and online video lectures at www.data-manual.com Provides “Take-Home Lessons,” emphasizing the big-picture concepts to learn from each chapter Recommends exciting “Kaggle Challenges” from the online platform Kaggle Highlights “False Starts,” revealing the subtle reasons why certain approaches fail Offers examples taken from the data science television show “The Quant Shop” (www.quant-shop.com)","ISBN_13","9783319554440","False","True","456","BOOK","Computers","","","NOT_MATURE","True","0.3.1.0.preview.1","False","False","http://books.google.com/books/content?id=rHIqDwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api","http://books.google.com/books/content?id=rHIqDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api","en","http://books.google.co.in/books?id=rHIqDwAAQBAJ&printsec=frontcover&dq=data+science&hl=&cd=12&source=gbs_api","https://play.google.com/store/books/details?id=rHIqDwAAQBAJ&source=gbs_api","https://play.google.com/store/books/details?id=rHIqDwAAQBAJ","IN","FOR_SALE","True","5038.6","INR","5038.6","INR","https://play.google.com/store/books/details?id=rHIqDwAAQBAJ&rdid=book-rHIqDwAAQBAJ&rdot=1&source=gbs_api","1","listPrice","5038600000","INR","IN","PARTIAL","True","False","ALLOWED","False","","True","http://books.google.co.in/books/download/The_Data_Science_Design_Manual-sample-pdf.acsm?id=rHIqDwAAQBAJ&format=pdf&output=acs4_fulfillment_token&dl_type=sample&source=gbs_api","http://play.google.com/books/reader?id=rHIqDwAAQBAJ&hl=&source=gbs_api","SAMPLE","False","Practitioners in these and related fields will find this book perfect for self-study as well."
"","","","","","","","","","","","","","","","ISBN_10","3319554441","","","","","","","","","","","","","","","","","","","","","","","","","","","","retailPrice","5038600000","INR","","","","","","","","","","","","",""
"","","books#volume","9NDcDgAAQBAJ","xJueuKivkkQ","https://www.googleapis.com/books/v1/volumes/9NDcDgAAQBAJ","Principles of Data Science","","Sinan Ozdemir","","","","Packt Publishing Ltd","2016-12-16","Learn the techniques and math you need to start making sense of your data About This Book Enhance your knowledge of coding with data science theory for practical insight into data science and analysis More than just a math class, learn how to perform real-world data science tasks with R and Python Create actionable insights and transform raw data into tangible value Who This Book Is For You should be fairly well acquainted with basic algebra and should feel comfortable reading snippets of R/Python as well as pseudo code. You should have the urge to learn and apply the techniques put forth in this book on either your own data sets or those provided to you. If you have the basic math skills but want to apply them in data science or you have good programming skills but lack math, then this book is for you. What You Will Learn Get to know the five most important steps of data science Use your data intelligently and learn how to handle it with care Bridge the gap between mathematics and programming Learn about probability, calculus, and how to use statistical models to control and clean your data and drive actionable results Build and evaluate baseline machine learning models Explore the most effective metrics to determine the success of your machine learning models Create data visualizations that communicate actionable insights Read and apply machine learning concepts to your problems and make actual predictions In Detail Need to turn your skills at programming into effective data science skills? Principles of Data Science is created to help you join the dots between mathematics, programming, and business analysis. With this book, you'll feel confident about asking—and answering—complex and sophisticated questions of your data to move from abstract and raw statistics to actionable ideas. With a unique approach that bridges the gap between mathematics and computer science, this books takes you through the entire data science pipeline. Beginning with cleaning and preparing data, and effective data mining strategies and techniques, you'll move on to build a comprehensive picture of how every piece of the data science puzzle fits together. Learn the fundamentals of computational mathematics and statistics, as well as some pseudocode being used today by data scientists and analysts. You'll get to grips with machine learning, discover the statistical models that help you take control and navigate even the densest datasets, and find out how to create powerful visualizations that communicate what your data means. Style and approach This is an easy-to-understand and accessible tutorial. It is a step-by-step guide with use cases, examples, and illustrations to get you well-versed with the concepts of data science. Along with explaining the fundamentals, the book will also introduce you to slightly advanced concepts later on and will help you implement these techniques in the real world.","ISBN_13","9781785888922","True","True","389","BOOK","Computers","","","NOT_MATURE","True","1.3.4.0.preview.3","False","False","http://books.google.com/books/content?id=9NDcDgAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api","http://books.google.com/books/content?id=9NDcDgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api","en","http://books.google.co.in/books?id=9NDcDgAAQBAJ&printsec=frontcover&dq=data+science&hl=&cd=13&source=gbs_api","https://play.google.com/store/books/details?id=9NDcDgAAQBAJ&source=gbs_api","https://play.google.com/store/books/details?id=9NDcDgAAQBAJ","IN","FOR_SALE","True","3515.21","INR","3515.21","INR","https://play.google.com/store/books/details?id=9NDcDgAAQBAJ&rdid=book-9NDcDgAAQBAJ&rdot=1&source=gbs_api","1","listPrice","3515210000","INR","IN","PARTIAL","True","False","ALLOWED","True","","True","","http://play.google.com/books/reader?id=9NDcDgAAQBAJ&hl=&source=gbs_api","SAMPLE","False","Learn the techniques and math you need to start making sense of your data About This Book Enhance your knowledge of coding with data science theory for practical insight into data science and analysis More than just a math class, learn how ..."
"","","","","","","","","","","","","","","","ISBN_10","1785888927","","","","","","","","","","","","","","","","","","","","","","","","","","","","retailPrice","3515210000","INR","","","","","","","","","","","","",""
"","","books#volume","bTozEAAAQBAJ","wXn9zc+uviE","https://www.googleapis.com/books/v1/volumes/bTozEAAAQBAJ","Introducing Data Science","Big data, machine learning, and more, using Python tools","Davy Cielen","Arno Meysman","","","Simon and Schuster","2016-05-02","Summary Introducing Data Science teaches you how to accomplish the fundamental tasks that occupy data scientists. Using the Python language and common Python libraries, you'll experience firsthand the challenges of dealing with data at scale and gain a solid foundation in data science. Purchase of the print book includes a free eBook in PDF, Kindle, and ePub formats from Manning Publications. About the Technology Many companies need developers with data science skills to work on projects ranging from social media marketing to machine learning. Discovering what you need to learn to begin a career as a data scientist can seem bewildering. This book is designed to help you get started. About the Book Introducing Data ScienceIntroducing Data Science explains vital data science concepts and teaches you how to accomplish the fundamental tasks that occupy data scientists. You’ll explore data visualization, graph databases, the use of NoSQL, and the data science process. You’ll use the Python language and common Python libraries as you experience firsthand the challenges of dealing with data at scale. Discover how Python allows you to gain insights from data sets so big that they need to be stored on multiple machines, or from data moving so quickly that no single machine can handle it. This book gives you hands-on experience with the most popular Python data science libraries, Scikit-learn and StatsModels. After reading this book, you’ll have the solid foundation you need to start a career in data science. What’s Inside Handling large data Introduction to machine learning Using Python to work with data Writing data science algorithms About the Reader This book assumes you're comfortable reading code in Python or a similar language, such as C, Ruby, or JavaScript. No prior experience with data science is required. About the Authors Davy Cielen, Arno D. B. Meysman, and Mohamed Ali are the founders and managing partners of Optimately and Maiton, where they focus on developing data science projects and solutions in various sectors. Table of Contents Data science in a big data world The data science process Machine learning Handling large data on a single computer First steps in big data Join the NoSQL movement The rise of graph databases Text mining and text analytics Data visualization to the end user","ISBN_13","9781638352495","True","False","489","BOOK","Computers","","","NOT_MATURE","False","1.2.2.0.preview.2","False","False","http://books.google.com/books/content?id=bTozEAAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api","http://books.google.com/books/content?id=bTozEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api","en","http://books.google.co.in/books?id=bTozEAAAQBAJ&printsec=frontcover&dq=data+science&hl=&cd=14&source=gbs_api","https://play.google.com/store/books/details?id=bTozEAAAQBAJ&source=gbs_api","https://play.google.com/store/books/details?id=bTozEAAAQBAJ","IN","FOR_SALE","True","2355.28","INR","2355.28","INR","https://play.google.com/store/books/details?id=bTozEAAAQBAJ&rdid=book-bTozEAAAQBAJ&rdot=1&source=gbs_api","1","listPrice","2355280000","INR","IN","PARTIAL","True","False","ALLOWED_FOR_ACCESSIBILITY","True","http://books.google.co.in/books/download/Introducing_Data_Science-sample-epub.acsm?id=bTozEAAAQBAJ&format=epub&output=acs4_fulfillment_token&dl_type=sample&source=gbs_api","False","","http://play.google.com/books/reader?id=bTozEAAAQBAJ&hl=&source=gbs_api","SAMPLE","False","This book gives you hands-on experience with the most popular Python data science libraries, Scikit-learn and StatsModels. After reading this book, you’ll have the solid foundation you need to start a career in data science."
"","","","","","","","","","","","","","","","ISBN_10","1638352496","","","","","","","","","","","","","","","","","","","","","","","","","","","","retailPrice","2355280000","INR","","","","","","","","","","","","",""
"","","books#volume","jcO2DwAAQBAJ","UI7UhQW2jVI","https://www.googleapis.com/books/v1/volumes/jcO2DwAAQBAJ","Data Science","Theory, Analysis and Applications","Qurban A Memon","Shakeel Ahmed Khoja","","","CRC Press","2019-09-26","The aim of this book is to provide an internationally respected collection of scientific research methods, technologies and applications in the area of data science. This book can prove useful to the researchers, professors, research students and practitioners as it reports novel research work on challenging topics in the area surrounding data science. In this book, some of the chapters are written in tutorial style concerning machine learning algorithms, data analysis, information design, infographics, relevant applications, etc. The book is structured as follows: • Part I: Data Science: Theory, Concepts, and Algorithms This part comprises five chapters on data Science theory, concepts, techniques and algorithms. • Part II: Data Design and Analysis This part comprises five chapters on data design and analysis. • Part III: Applications and New Trends in Data Science This part comprises four chapters on applications and new trends in data science.","ISBN_13","9780429554353","False","True","345","BOOK","Computers","","","NOT_MATURE","False","0.3.4.0.preview.1","False","False","http://books.google.com/books/content?id=jcO2DwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api","http://books.google.com/books/content?id=jcO2DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api","en","http://books.google.co.in/books?id=jcO2DwAAQBAJ&printsec=frontcover&dq=data+science&hl=&cd=15&source=gbs_api","http://books.google.co.in/books?id=jcO2DwAAQBAJ&dq=data+science&hl=&source=gbs_api","https://books.google.com/books/about/Data_Science.html?hl=&id=jcO2DwAAQBAJ","IN","NOT_FOR_SALE","False","","","","","","","","","","IN","PARTIAL","True","False","ALLOWED","False","","True","http://books.google.co.in/books/download/Data_Science-sample-pdf.acsm?id=jcO2DwAAQBAJ&format=pdf&output=acs4_fulfillment_token&dl_type=sample&source=gbs_api","http://play.google.com/books/reader?id=jcO2DwAAQBAJ&hl=&source=gbs_api","SAMPLE","False","The aim of this book is to provide an internationally respected collection of scientific research methods, technologies and applications in the area of data science."
"","","","","","","","","","","","","","","","ISBN_10","0429554354","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","books#volume","x35ZDwAAQBAJ","1EBk0Ja3JWk","https://www.googleapis.com/books/v1/volumes/x35ZDwAAQBAJ","An Introduction to Data Science","","Jeffrey S. Saltz","Jeffrey M. Stanton","","","SAGE Publications","2017-08-25","An Introduction to Data Science is an easy-to-read, gentle introduction for advanced undergraduate, certificate, and graduate students coming from a wide range of backgrounds into the world of data science. After introducing the basic concepts of data science, the book builds on these foundations to explain data science techniques using the R programming language and RStudio® from the ground up. Short chapters allow instructors to group concepts together for a semester course and provide students with manageable amounts of information for each concept. By taking students systematically through the R programming environment, the book takes the fear out of data science and familiarizes students with the environment so they can be successful when performing advanced functions. The authors cover statistics from a conceptual standpoint, focusing on how to use and interpret statistics, rather than the math behind the statistics. This text then demonstrates how to use data effectively and efficiently to construct models, predict outcomes, visualize data, and make decisions. Accompanying digital resources provide code and datasets for instructors and learners to perform a wide range of data science tasks.","ISBN_13","9781506377520","True","True","295","BOOK","Social Science","","","NOT_MATURE","True","1.7.7.0.preview.3","False","False","http://books.google.com/books/content?id=x35ZDwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api","http://books.google.com/books/content?id=x35ZDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api","en","http://books.google.co.in/books?id=x35ZDwAAQBAJ&printsec=frontcover&dq=data+science&hl=&cd=16&source=gbs_api","https://play.google.com/store/books/details?id=x35ZDwAAQBAJ&source=gbs_api","https://play.google.com/store/books/details?id=x35ZDwAAQBAJ","IN","FOR_SALE","True","7746.05","INR","7746.05","INR","https://play.google.com/store/books/details?id=x35ZDwAAQBAJ&rdid=book-x35ZDwAAQBAJ&rdot=1&source=gbs_api","1","listPrice","7746050000","INR","IN","PARTIAL","True","False","ALLOWED","True","http://books.google.co.in/books/download/An_Introduction_to_Data_Science-sample-epub.acsm?id=x35ZDwAAQBAJ&format=epub&output=acs4_fulfillment_token&dl_type=sample&source=gbs_api","True","http://books.google.co.in/books/download/An_Introduction_to_Data_Science-sample-pdf.acsm?id=x35ZDwAAQBAJ&format=pdf&output=acs4_fulfillment_token&dl_type=sample&source=gbs_api","http://play.google.com/books/reader?id=x35ZDwAAQBAJ&hl=&source=gbs_api","SAMPLE","False","This text then demonstrates how to use data effectively and efficiently to construct models, predict outcomes, visualize data, and make decisions."
"","","","","","","","","","","","","","","","ISBN_10","1506377521","","","","","","","","","","","","","","","","","","","","","","","","","","","","retailPrice","7746050000","INR","","","","","","","","","","","","",""
"","","books#volume","JW40EQAAQBAJ","nRSTrt8fWpM","https://www.googleapis.com/books/v1/volumes/JW40EQAAQBAJ","Data science and it's application","","Prof. Namrata Kumari","Prof. Nushrat Praveen","Prof. Tapan Kumar Dey","Prof. Jeevan Kumar","Academic Guru Publishing House","2024-08-05","""Data Science and Its Applications"" delves deeply into the ideas, methodology, and practical applications of data science. This book is both a complete introduction for newbies and a helpful resource for experienced experts looking to expand their knowledge of the topic. By combining theoretical knowledge with practical application, it answers the rising need for data-driven decision-making in today's data-rich environment. The book is designed to take readers through the key phases of data science. It begins with fundamental ideas like data gathering, cleansing, and exploratory analysis, then progresses to more advanced subjects like machine learning techniques, data visualisation, and predictive modelling. The emphasis on real-world applications is a defining aspect of this work. It demonstrates how to apply data science concepts to many sectors, including healthcare, banking, and technology, using thorough case studies and practical examples. These discoveries highlight data science's revolutionary impact in addressing realworld issues and fostering innovation. ""Data Science and Its Applications"" is intended to be a valuable resource for students, professionals, and anybody interested in leveraging the potential of data. It not only gives the theoretical basis needed to comprehend data science, but also educates readers with the practical skills required to use this knowledge successfully in their own work.","ISBN_13","9788197747632","False","True","221","BOOK","Study Aids","","","MATURE","False","0.0.1.0.preview.1","False","False","http://books.google.com/books/content?id=JW40EQAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api","http://books.google.com/books/content?id=JW40EQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api","en","http://books.google.co.in/books?id=JW40EQAAQBAJ&printsec=frontcover&dq=data+science&hl=&cd=17&source=gbs_api","http://books.google.co.in/books?id=JW40EQAAQBAJ&dq=data+science&hl=&source=gbs_api","https://books.google.com/books/about/Data_science_and_it_s_application.html?hl=&id=JW40EQAAQBAJ","IN","NOT_FOR_SALE","False","","","","","","","","","","IN","PARTIAL","True","False","ALLOWED","False","","True","http://books.google.co.in/books/download/Data_science_and_it_s_application-sample-pdf.acsm?id=JW40EQAAQBAJ&format=pdf&output=acs4_fulfillment_token&dl_type=sample&source=gbs_api","http://play.google.com/books/reader?id=JW40EQAAQBAJ&hl=&source=gbs_api","SAMPLE","False","This book is both a complete introduction for newbies and a helpful resource for experienced experts looking to expand their knowledge of the topic."
"","","","","","","","","","","","","","","","ISBN_10","8197747636","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","books#volume","cnGNEQAAQBAJ","0eZMirF5PPg","https://www.googleapis.com/books/v1/volumes/cnGNEQAAQBAJ","Data Science and Data Analytics","Opportunities and Challenges","Amit Kumar Tyagi","","","","CRC Press","2021-09-22","Data science is a multi-disciplinary field that uses scientific methods, processes, algorithms, and systems to extract knowledge and insights from structured (labeled) and unstructured (unlabeled) data. It is the future of Artificial Intelligence (AI) and a necessity of the future to make things easier and more productive. In simple terms, data science is the discovery of data or uncovering hidden patterns (such as complex behaviors, trends, and inferences) from data. Moreover, Big Data analytics/data analytics are the analysis mechanisms used in data science by data scientists. Several tools, such as Hadoop, R, etc., are used to analyze this large amount of data to predict valuable information and for decision-making. Note that structured data can be easily analyzed by efficient (available) business intelligence tools, while most of the data (80% of data by 2020) is in an unstructured form that requires advanced analytics tools. But while analyzing this data, we face several concerns, such as complexity, scalability, privacy leaks, and trust issues. Data science helps us to extract meaningful information or insights from unstructured or complex or large amounts of data (available or stored virtually in the cloud). Data Science and Data Analytics: Opportunities and Challenges covers all possible areas, applications with arising serious concerns, and challenges in this emerging field in detail with a comparative analysis/taxonomy. FEATURES Gives the concept of data science, tools, and algorithms that exist for many useful applications Provides many challenges and opportunities in data science and data analytics that help researchers to identify research gaps or problems Identifies many areas and uses of data science in the smart era Applies data science to agriculture, healthcare, graph mining, education, security, etc. Academicians, data scientists, and stockbrokers from industry/business will find this book useful for designing optimal strategies to enhance their firm’s productivity.","ISBN_13","9781000423228","True","True","517","BOOK","Computers","","","NOT_MATURE","False","preview-1.0.0","False","False","http://books.google.com/books/content?id=cnGNEQAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api","http://books.google.com/books/content?id=cnGNEQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api","en","http://books.google.co.in/books?id=cnGNEQAAQBAJ&printsec=frontcover&dq=data+science&hl=&cd=18&source=gbs_api","https://play.google.com/store/books/details?id=cnGNEQAAQBAJ&source=gbs_api","https://play.google.com/store/books/details?id=cnGNEQAAQBAJ","IN","FOR_SALE","True","5428","INR","5428","INR","https://play.google.com/store/books/details?id=cnGNEQAAQBAJ&rdid=book-cnGNEQAAQBAJ&rdot=1&source=gbs_api","1","listPrice","5428000000","INR","IN","PARTIAL","True","False","ALLOWED","True","http://books.google.co.in/books/download/Data_Science_and_Data_Analytics-sample-epub.acsm?id=cnGNEQAAQBAJ&format=epub&output=acs4_fulfillment_token&dl_type=sample&source=gbs_api","True","http://books.google.co.in/books/download/Data_Science_and_Data_Analytics-sample-pdf.acsm?id=cnGNEQAAQBAJ&format=pdf&output=acs4_fulfillment_token&dl_type=sample&source=gbs_api","http://play.google.com/books/reader?id=cnGNEQAAQBAJ&hl=&source=gbs_api","SAMPLE","False","Academicians, data scientists, and stockbrokers from industry/business will find this book useful for designing optimal strategies to enhance their firm’s productivity."
"","","","","","","","","","","","","","","","ISBN_10","1000423220","","","","","","","","","","","","","","","","","","","","","","","","","","","","retailPrice","5428000000","INR","","","","","","","","","","","","",""
"","","books#volume","rljPDwAAQBAJ","pMIaKLoK2cY","https://www.googleapis.com/books/v1/volumes/rljPDwAAQBAJ","A Hands-On Introduction to Data Science","","Chirag Shah","","","","Cambridge University Press","2020-04-02","An introductory textbook offering a low barrier entry to data science; the hands-on approach will appeal to students from a range of disciplines.","ISBN_13","9781108472449","False","True","459","BOOK","Business & Economics","1","1","NOT_MATURE","False","0.1.2.0.preview.1","False","False","http://books.google.com/books/content?id=rljPDwAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api","http://books.google.com/books/content?id=rljPDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api","en","http://books.google.co.in/books?id=rljPDwAAQBAJ&printsec=frontcover&dq=data+science&hl=&cd=19&source=gbs_api","http://books.google.co.in/books?id=rljPDwAAQBAJ&dq=data+science&hl=&source=gbs_api","https://books.google.com/books/about/A_Hands_On_Introduction_to_Data_Science.html?hl=&id=rljPDwAAQBAJ","IN","NOT_FOR_SALE","False","","","","","","","","","","IN","PARTIAL","True","False","ALLOWED","False","","True","http://books.google.co.in/books/download/A_Hands_On_Introduction_to_Data_Science-sample-pdf.acsm?id=rljPDwAAQBAJ&format=pdf&output=acs4_fulfillment_token&dl_type=sample&source=gbs_api","http://play.google.com/books/reader?id=rljPDwAAQBAJ&hl=&source=gbs_api","SAMPLE","False","An introductory textbook offering a low barrier entry to data science; the hands-on approach will appeal to students from a range of disciplines."
"","","","","","","","","","","","","","","","ISBN_10","1108472443","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","books#volume","s5ktEQAAQBAJ","5kzVI1Glw4s","https://www.googleapis.com/books/v1/volumes/s5ktEQAAQBAJ","Data Science and Data Analytics","","Dinesh Kumar Arivalagan","","","","RK Publication","2024-07-31","Data Science and Data Analytics explores the foundational concepts, methodologies, and tools that drive data-driven decision-making in various industries. This book provides a comprehensive overview of data collection, processing, analysis, and visualization techniques, emphasizing practical applications and real-world case studies. Readers will gain insights into statistical methods, machine learning algorithms, and the importance of data ethics, equipping them with the knowledge to harness the power of data for informed decision-making and strategic planning in an increasingly data-centric world.","ISBN_13","9789348020291","False","True","306","BOOK","Computers","","","NOT_MATURE","False","preview-1.0.0","False","False","http://books.google.com/books/content?id=s5ktEQAAQBAJ&printsec=frontcover&img=1&zoom=5&edge=curl&source=gbs_api","http://books.google.com/books/content?id=s5ktEQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api","en","http://books.google.co.in/books?id=s5ktEQAAQBAJ&printsec=frontcover&dq=data+science&hl=&cd=20&source=gbs_api","https://play.google.com/store/books/details?id=s5ktEQAAQBAJ&source=gbs_api","https://play.google.com/store/books/details?id=s5ktEQAAQBAJ","IN","FOR_SALE","True","6029.8","INR","6029.8","INR","https://play.google.com/store/books/details?id=s5ktEQAAQBAJ&rdid=book-s5ktEQAAQBAJ&rdot=1&source=gbs_api","1","listPrice","6029800000","INR","IN","PARTIAL","True","False","ALLOWED","False","","True","http://books.google.co.in/books/download/Data_Science_and_Data_Analytics-sample-pdf.acsm?id=s5ktEQAAQBAJ&format=pdf&output=acs4_fulfillment_token&dl_type=sample&source=gbs_api","http://play.google.com/books/reader?id=s5ktEQAAQBAJ&hl=&source=gbs_api","SAMPLE","False","This book provides a comprehensive overview of data collection, processing, analysis, and visualization techniques, emphasizing practical applications and real-world case studies."
"","","","","","","","","","","","","","","","ISBN_10","9348020293","","","","","","","","","","","","","","","","","","","","","","","","","","","","retailPrice","6029800000","INR","","","","","","","","","","","","",""
